Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM 7.0,D3_NG_PriceShock,European Free Trade Association,energy-investment,M$(2010)/yr,49612,54285,52733,90355,102877,101201,114641,112631,126026,127568,124818
GCAM 7.0,D3_NG_PriceShock,European Free Trade Association,energy-service,M$(2010)/yr,714954,748720,809143,834674,880935,922675,1018725,1067596,1106148,1133519,1150288
GCAM 7.0,D3_NG_PriceShock,India,energy-investment,M$(2010)/yr,29863,29013,192032,419135,428253,499153,587408,613047,596678,626589,641551
GCAM 7.0,D3_NG_PriceShock,India,energy-service,M$(2010)/yr,345359,577960,910806,1493015,1798757,2143913,2522468,2807537,3026942,3176941,3262879
GCAM 7.0,D3_NG_PriceShock,Indonesia,energy-investment,M$(2010)/yr,43839,34867,70752,110398,149843,124146,156902,136472,131192,129791,140721
GCAM 7.0,D3_NG_PriceShock,Indonesia,energy-service,M$(2010)/yr,187354,249286,390585,508789,551364,626130,696878,727611,757881,779329,787702
GCAM 7.0,D3_NG_PriceShock,Japan,energy-investment,M$(2010)/yr,28904,13979,134764,224034,236240,269503,251758,258276,262614,262193,253209
GCAM 7.0,D3_NG_PriceShock,Japan,energy-service,M$(2010)/yr,1198622,1229127,1150074,1145288,1139453,1105101,1147191,1108468,1066552,1030477,1011269
GCAM 7.0,D3_NG_PriceShock,Mexico,energy-investment,M$(2010)/yr,4716,5871,42812,77449,91512,101051,113147,114822,119507,121991,122684
GCAM 7.0,D3_NG_PriceShock,Mexico,energy-service,M$(2010)/yr,326126,417148,447495,535187,621866,728442,828260,883627,923886,956905,968982
GCAM 7.0,D3_NG_PriceShock,Middle East,energy-investment,M$(2010)/yr,126528,229395,363758,310667,376007,373733,434103,396351,443435,466830,476376
GCAM 7.0,D3_NG_PriceShock,Middle East,energy-service,M$(2010)/yr,862692,1295242,1668358,2021602,2312215,2584024,2927861,3102643,3230532,3359506,3473099
GCAM 7.0,D3_NG_PriceShock,Pakistan,energy-investment,M$(2010)/yr,2026,1669,27824,50242,65369,88148,103719,111206,125310,133629,141703
GCAM 7.0,D3_NG_PriceShock,Pakistan,energy-service,M$(2010)/yr,78363,115034,157149,225126,317111,443148,589290,724605,851586,976392,1101332
GCAM 7.0,D3_NG_PriceShock,Russia,energy-investment,M$(2010)/yr,37830,31533,160925,164743,253162,224515,243782,218059,244653,254582,280660
GCAM 7.0,D3_NG_PriceShock,Russia,energy-service,M$(2010)/yr,740243,916553,1002862,1064725,1019565,1124997,1187811,1249314,1322587,1397262,1457437
GCAM 7.0,D3_NG_PriceShock,South Africa,energy-investment,M$(2010)/yr,3646,2449,35401,57242,82768,85644,82327,81211,92593,96512,94699
GCAM 7.0,D3_NG_PriceShock,South Africa,energy-service,M$(2010)/yr,144467,164500,187075,214136,257962,306873,345620,365804,380748,396393,409100
GCAM 7.0,D3_NG_PriceShock,South America_Northern,energy-investment,M$(2010)/yr,21617,25101,36824,50336,55860,50669,42718,60584,53711,47214,44096
GCAM 7.0,D3_NG_PriceShock,South America_Northern,energy-service,M$(2010)/yr,155566,185975,152726,209881,310084,361323,364301,344364,350299,347808,343280
GCAM 7.0,D3_NG_PriceShock,South America_Southern,energy-investment,M$(2010)/yr,8054,10717,27023,42967,62609,79095,73460,72147,90065,84904,84975
GCAM 7.0,D3_NG_PriceShock,South America_Southern,energy-service,M$(2010)/yr,127922,207140,263459,319277,363699,411663,493233,550165,595226,636392,668382
GCAM 7.0,D3_NG_PriceShock,South Asia,energy-investment,M$(2010)/yr,1716,3473,23820,36150,40929,48907,56198,58106,66380,68814,73093
GCAM 7.0,D3_NG_PriceShock,South Asia,energy-service,M$(2010)/yr,40203,69991,117425,162976,214481,278665,346246,391575,430858,467009,499652
GCAM 7.0,D3_NG_PriceShock,South Korea,energy-investment,M$(2010)/yr,12800,11389,196334,284082,305512,303058,302061,291412,290403,279323,263833
GCAM 7.0,D3_NG_PriceShock,South Korea,energy-service,M$(2010)/yr,607229,694910,814950,862979,906872,894636,919268,881937,839537,792445,753798
GCAM 7.0,D3_NG_PriceShock,Southeast Asia,energy-investment,M$(2010)/yr,24502,30789,142849,226895,256550,253590,294140,281504,294102,309294,313244
GCAM 7.0,D3_NG_PriceShock,Southeast Asia,energy-service,M$(2010)/yr,424741,593837,839679,1085385,1221680,1352760,1525510,1613713,1675244,1734045,1781456
GCAM 7.0,D3_NG_PriceShock,Taiwan,energy-investment,M$(2010)/yr,7370,5257,18297,21688,24303,18313,23441,17484,15980,18890,16040
GCAM 7.0,D3_NG_PriceShock,Taiwan,energy-service,M$(2010)/yr,122630,134723,156915,183234,178576,159953,158705,151150,136013,125585,119280
GCAM 7.0,D3_NG_PriceShock,USA,energy-investment,M$(2010)/yr,211873,212933,408462,633010,660660,919985,907542,894816,1029303,996294,930825
GCAM 7.0,D3_NG_PriceShock,USA,energy-service,M$(2010)/yr,3757684,4046026,4692533,5249562,5505355,5902431,6372854,6618260,6821716,6973519,7068592
GCAM 7.0,D3_NG_PriceShock,World,energy-service,M$(2010)/yr,18089141,22173897,26760442,31325070,33831748,36960637,40885533,43214758,45070991,46823852,48243927
GCAM 7.0,D3_NG_PriceShock,World,energy-investment,M$(2010)/yr,982273,1163111,3793160,5489438,6818566,7168870,8089249,7599670,8196302,8421641,8340394
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Eastern,energy-investment,M$(2010)/yr,2611,3933,27512,53732,75473,106168,135573,149696,167296,202247,232050
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Eastern,energy-service,M$(2010)/yr,55051,83599,134032,200679,302008,446929,624298,807737,1003673,1220919,1464881
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Northern,energy-investment,M$(2010)/yr,11616,18660,88507,170990,200151,236536,274040,259072,300286,331943,351129
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Northern,energy-service,M$(2010)/yr,207650,316672,428228,648536,884634,1100921,1312470,1464156,1595019,1748757,1903165
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Southern,energy-investment,M$(2010)/yr,4184,5989,28851,55315,87530,111190,135845,161570,179450,196885,205814
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Southern,energy-service,M$(2010)/yr,47056,70462,105096,178515,304307,462234,624789,781450,953109,1111682,1260810
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Western,energy-investment,M$(2010)/yr,13074,41169,64104,99313,147958,206167,283496,325378,368400,445892,527079
GCAM 7.0,D5_NG_HP_PriceShock,Africa_Western,energy-service,M$(2010)/yr,126669,166036,259974,370009,543951,774269,1044709,1337682,1662330,2049558,2489252
GCAM 7.0,D5_NG_HP_PriceShock,Argentina,energy-investment,M$(2010)/yr,15148,7167,78481,53048,93329,81153,87627,85276,90228,84883,81124
GCAM 7.0,D5_NG_HP_PriceShock,Argentina,energy-service,M$(2010)/yr,136205,179463,251970,313082,339828,376969,426491,446745,456812,462438,461678
GCAM 7.0,D5_NG_HP_PriceShock,Australia_NZ,energy-investment,M$(2010)/yr,15472,20392,84326,172536,283820,226848,299050,285518,329346,310982,303359
GCAM 7.0,D5_NG_HP_PriceShock,Australia_NZ,energy-service,M$(2010)/yr,548907,626925,725044,819858,913749,999039,1100672,1191396,1269290,1309292,1322705
GCAM 7.0,D5_NG_HP_PriceShock,Brazil,energy-investment,M$(2010)/yr,21382,24390,93576,156011,252850,235014,266086,241185,265842,253979,245926
GCAM 7.0,D5_NG_HP_PriceShock,Brazil,energy-service,M$(2010)/yr,496663,680256,796380,995751,1160610,1337563,1495545,1566749,1596478,1606350,1599902
GCAM 7.0,D5_NG_HP_PriceShock,Canada,energy-investment,M$(2010)/yr,37847,41147,94544,145931,155482,170499,208426,200472,217067,222761,231943
GCAM 7.0,D5_NG_HP_PriceShock,Canada,energy-service,M$(2010)/yr,585342,684348,772368,858814,942760,1031786,1135443,1197878,1245037,1272807,1281037
GCAM 7.0,D5_NG_HP_PriceShock,Central America and Caribbean,energy-investment,M$(2010)/yr,5430,4363,16549,41100,39361,46453,55745,57102,63541,68127,68818
GCAM 7.0,D5_NG_HP_PriceShock,Central America and Caribbean,energy-service,M$(2010)/yr,115148,143895,170427,232806,297322,367395,456685,511224,557186,601243,635959
GCAM 7.0,D5_NG_HP_PriceShock,Central Asia,energy-investment,M$(2010)/yr,2378,9021,43243,59871,71616,77952,90826,89934,104358,105678,100829
GCAM 7.0,D5_NG_HP_PriceShock,Central Asia,energy-service,M$(2010)/yr,151352,205701,262591,327771,357764,393123,469485,524403,577862,633980,686579
GCAM 7.0,D5_NG_HP_PriceShock,China,energy-investment,M$(2010)/yr,138683,170312,885424,1164060,1594147,1437519,1577457,1380145,1409612,1409041,1321339
GCAM 7.0,D5_NG_HP_PriceShock,China,energy-service,M$(2010)/yr,1649340,2885009,4418453,5339190,5072191,5041246,5248192,5223109,5020271,4852018,4616264
GCAM 7.0,D5_NG_HP_PriceShock,Colombia,energy-investment,M$(2010)/yr,3880,6223,8871,13064,19587,21178,22066,27765,29529,31052,31731
GCAM 7.0,D5_NG_HP_PriceShock,Colombia,energy-service,M$(2010)/yr,54330,69703,97523,117612,137536,180968,227006,258150,281879,299000,310066
GCAM 7.0,D5_NG_HP_PriceShock,EU-12,energy-investment,M$(2010)/yr,13203,13704,59796,87319,94525,87907,90970,70594,77106,87287,69578
GCAM 7.0,D5_NG_HP_PriceShock,EU-12,energy-service,M$(2010)/yr,454643,547456,572949,577379,579098,565814,573159,562331,549290,539722,529781
GCAM 7.0,D5_NG_HP_PriceShock,EU-15,energy-investment,M$(2010)/yr,72496,85220,222501,334573,399800,393716,401298,353589,418923,426692,369272
GCAM 7.0,D5_NG_HP_PriceShock,EU-15,energy-service,M$(2010)/yr,3231483,3399419,3369509,3434756,3563095,3661876,3797279,3804794,3826705,3843004,3806882
GCAM 7.0,D5_NG_HP_PriceShock,Europe_Eastern,energy-investment,M$(2010)/yr,5357,3493,21719,22435,29825,35351,35462,38915,43159,43461,44834
GCAM 7.0,D5_NG_HP_PriceShock,Europe_Eastern,energy-service,M$(2010)/yr,174442,195604,178840,159005,169881,203299,230929,259535,276545,296191,311440
GCAM 7.0,D5_NG_HP_PriceShock,Europe_Non_EU,energy-investment,M$(2010)/yr,4618,5208,40549,58445,57576,69108,64717,56759,66431,69435,61724
GCAM 7.0,D5_NG_HP_PriceShock,Europe_Non_EU,energy-service,M$(2010)/yr,220709,273179,455825,634961,660121,673225,716853,732627,734975,733619,733072
GCAM 7.0,D5_NG_HP_PriceShock,European Free Trade Association,energy-investment,M$(2010)/yr,49612,54285,52733,90355,100773,99593,113875,112706,124408,125910,124016
GCAM 7.0,D5_NG_HP_PriceShock,European Free Trade Association,energy-service,M$(2010)/yr,714954,748720,809143,834676,878290,923315,1018875,1067501,1106076,1133526,1150319
GCAM 7.0,D5_NG_HP_PriceShock,India,energy-investment,M$(2010)/yr,29863,29013,192032,419145,428135,498156,582394,605517,594640,624644,636898
GCAM 7.0,D5_NG_HP_PriceShock,India,energy-service,M$(2010)/yr,345359,577960,910806,1493022,1798607,2143696,2524439,2809558,3029347,3178628,3265217
GCAM 7.0,D5_NG_HP_PriceShock,Indonesia,energy-investment,M$(2010)/yr,43839,34867,70752,110405,149754,122922,152265,136086,129973,129224,140418
GCAM 7.0,D5_NG_HP_PriceShock,Indonesia,energy-service,M$(2010)/yr,187354,249286,390585,508791,551364,626569,695759,727163,757180,778764,787741
GCAM 7.0,D5_NG_HP_PriceShock,Japan,energy-investment,M$(2010)/yr,28904,13979,134764,224024,236198,264091,249700,256834,260518,260495,251303
GCAM 7.0,D5_NG_HP_PriceShock,Japan,energy-service,M$(2010)/yr,1198622,1229127,1150074,1145301,1139084,1104934,1149835,1110348,1069931,1032164,1014694
GCAM 7.0,D5_NG_HP_PriceShock,Mexico,energy-investment,M$(2010)/yr,4716,5871,42812,77408,90256,95295,103214,106849,113368,117965,117287
GCAM 7.0,D5_NG_HP_PriceShock,Mexico,energy-service,M$(2010)/yr,326126,417148,447495,535133,621873,728965,830027,886049,926927,959620,971496
GCAM 7.0,D5_NG_HP_PriceShock,Middle East,energy-investment,M$(2010)/yr,126528,229395,363758,310391,376413,357773,405728,382395,428783,458058,465498
GCAM 7.0,D5_NG_HP_PriceShock,Middle East,energy-service,M$(2010)/yr,862692,1295242,1668358,2021468,2311030,2581887,2931301,3106167,3231266,3361226,3475955
GCAM 7.0,D5_NG_HP_PriceShock,Pakistan,energy-investment,M$(2010)/yr,2026,1669,27824,50239,65376,87936,103594,111161,124942,133402,141754
GCAM 7.0,D5_NG_HP_PriceShock,Pakistan,energy-service,M$(2010)/yr,78363,115034,157149,225131,317123,443148,589300,724712,852528,976908,1101794
GCAM 7.0,D5_NG_HP_PriceShock,Russia,energy-investment,M$(2010)/yr,37830,31533,160925,164654,252242,207381,226113,209967,245746,250640,278155
GCAM 7.0,D5_NG_HP_PriceShock,Russia,energy-service,M$(2010)/yr,740243,916553,1002862,1064705,1019315,1124656,1196333,1260391,1337934,1411866,1471619
GCAM 7.0,D5_NG_HP_PriceShock,South Africa,energy-investment,M$(2010)/yr,3646,2449,35401,57245,82712,85100,82256,81042,92213,96423,94591
GCAM 7.0,D5_NG_HP_PriceShock,South Africa,energy-service,M$(2010)/yr,144467,164500,187075,214134,257876,306838,346159,366186,381191,396722,409594
GCAM 7.0,D5_NG_HP_PriceShock,South America_Northern,energy-investment,M$(2010)/yr,21617,25101,36824,50276,55929,50829,43404,60047,52600,45385,42130
GCAM 7.0,D5_NG_HP_PriceShock,South America_Northern,energy-service,M$(2010)/yr,155566,185975,152726,209839,310022,361231,366149,344715,350612,347896,343409
GCAM 7.0,D5_NG_HP_PriceShock,South America_Southern,energy-investment,M$(2010)/yr,8054,10717,27023,42959,61445,59303,62480,62160,82470,76241,75964
GCAM 7.0,D5_NG_HP_PriceShock,South America_Southern,energy-service,M$(2010)/yr,127922,207140,263459,319262,363689,412443,496912,553288,598224,638550,670305
GCAM 7.0,D5_NG_HP_PriceShock,South Asia,energy-investment,M$(2010)/yr,1716,3473,23820,36146,40924,48821,55961,58205,66140,68657,73033
GCAM 7.0,D5_NG_HP_PriceShock,South Asia,energy-service,M$(2010)/yr,40203,69991,117425,162979,214513,278710,345391,391321,431640,467453,500340
GCAM 7.0,D5_NG_HP_PriceShock,South Korea,energy-investment,M$(2010)/yr,12800,11389,196334,284037,305523,303092,302278,291614,290497,279331,263910
GCAM 7.0,D5_NG_HP_PriceShock,South Korea,energy-service,M$(2010)/yr,607229,694910,814950,862979,906718,894572,920294,882441,840406,792983,754346
GCAM 7.0,D5_NG_HP_PriceShock,Southeast Asia,energy-investment,M$(2010)/yr,24502,30789,142849,226861,256303,250851,282940,275727,335266,302875,305271
GCAM 7.0,D5_NG_HP_PriceShock,Southeast Asia,energy-service,M$(2010)/yr,424741,593837,839679,1085343,1221425,1353431,1529478,1618003,1662422,1742862,1787267
GCAM 7.0,D5_NG_HP_PriceShock,Taiwan,energy-investment,M$(2010)/yr,7370,5257,18297,21684,24308,18288,23416,17474,15966,18878,16058
GCAM 7.0,D5_NG_HP_PriceShock,Taiwan,energy-service,M$(2010)/yr,122630,134723,156915,183234,178595,159971,158760,151145,135975,125560,119293
GCAM 7.0,D5_NG_HP_PriceShock,USA,energy-investment,M$(2010)/yr,211873,212933,408462,628125,606332,734446,702891,717011,866291,828168,758935
GCAM 7.0,D5_NG_HP_PriceShock,USA,energy-service,M$(2010)/yr,3757684,4046026,4692533,5249662,5505289,5910765,6390823,6638300,6846249,6995496,7090987
GCAM 7.0,D5_NG_HP_PriceShock,World,energy-service,M$(2010)/yr,18089141,22173897,26760442,31324383,33823668,36971786,40973839,43307253,45164368,46920807,48327847
GCAM 7.0,D5_NG_HP_PriceShock,World,energy-investment,M$(2010)/yr,982273,1163111,3793159,5481697,6735653,6826630,7521193,7267764,7954392,8106637,8031769
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Eastern,energy-investment,M$(2010)/yr,2611,3933,27512,53733,87213,117096,145097,164298,163328,216551,236143
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Eastern,energy-service,M$(2010)/yr,55051,83599,134032,200681,309631,472321,689262,911747,1080899,1391095,1595885
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Northern,energy-investment,M$(2010)/yr,11616,18660,88507,170996,213246,238546,270497,289753,312983,346587,369867
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Northern,energy-service,M$(2010)/yr,207650,316672,428228,648538,925090,1178038,1424037,1628591,1834161,1969665,2157106
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Southern,energy-investment,M$(2010)/yr,4184,5989,28851,55316,84928,104730,132885,149639,163849,185763,196890
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Southern,energy-service,M$(2010)/yr,47056,70462,105096,178516,295998,419198,528007,659862,795808,928483,1060567
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Western,energy-investment,M$(2010)/yr,13074,41169,64104,99322,149162,206163,259248,331388,381810,451630,521646
GCAM 7.0,D2_NDC_DACCS_2_4,Africa_Western,energy-service,M$(2010)/yr,126669,166036,259974,370012,544385,759539,973022,1253146,1582614,1942143,2343661
GCAM 7.0,D2_NDC_DACCS_2_4,Argentina,energy-investment,M$(2010)/yr,15148,7167,78481,53050,95406,87279,90225,91230,90910,88456,81532
GCAM 7.0,D2_NDC_DACCS_2_4,Argentina,energy-service,M$(2010)/yr,136205,179463,251970,313082,342492,376376,410013,434761,448794,454125,454594
GCAM 7.0,D2_NDC_DACCS_2_4,Australia_NZ,energy-investment,M$(2010)/yr,15472,20392,84326,172538,275315,231086,285635,283860,302607,307579,304201
GCAM 7.0,D2_NDC_DACCS_2_4,Australia_NZ,energy-service,M$(2010)/yr,548907,626925,725044,819853,911773,1004029,1089665,1170306,1231301,1267542,1280786
GCAM 7.0,D2_NDC_DACCS_2_4,Brazil,energy-investment,M$(2010)/yr,21382,24390,93576,156014,259410,239807,263686,255687,256596,275348,268232
GCAM 7.0,D2_NDC_DACCS_2_4,Brazil,energy-service,M$(2010)/yr,496663,680256,796380,995751,1192965,1355957,1463875,1522101,1545737,1556859,1549945
GCAM 7.0,D2_NDC_DACCS_2_4,Canada,energy-investment,M$(2010)/yr,37847,41147,94544,145941,164516,161040,193264,198627,205315,217082,216180
GCAM 7.0,D2_NDC_DACCS_2_4,Canada,energy-service,M$(2010)/yr,585342,684348,772368,858818,940629,1015104,1080184,1149835,1204255,1237821,1252290
GCAM 7.0,D2_NDC_DACCS_2_4,Central America and Caribbean,energy-investment,M$(2010)/yr,5430,4363,16549,41103,46211,53760,63630,62804,65646,69479,70703
GCAM 7.0,D2_NDC_DACCS_2_4,Central America and Caribbean,energy-service,M$(2010)/yr,115148,143895,170427,232808,296771,364072,425488,484232,533887,575920,612230
GCAM 7.0,D2_NDC_DACCS_2_4,Central Asia,energy-investment,M$(2010)/yr,2378,9021,43244,59872,81614,81048,94110,89913,89277,96964,105902
GCAM 7.0,D2_NDC_DACCS_2_4,Central Asia,energy-service,M$(2010)/yr,151352,205701,262591,327773,370311,400334,414342,465848,517229,570480,625821
GCAM 7.0,D2_NDC_DACCS_2_4,China,energy-investment,M$(2010)/yr,138683,170312,885424,1164033,1695050,1405983,1686817,1371484,1347217,1388107,1342817
GCAM 7.0,D2_NDC_DACCS_2_4,China,energy-service,M$(2010)/yr,1649340,2885009,4418453,5339107,5235734,5094085,4950481,4852335,4696441,4528673,4299465
GCAM 7.0,D2_NDC_DACCS_2_4,Colombia,energy-investment,M$(2010)/yr,3880,6223,8871,13708,49601,34705,41736,33338,31791,34261,38182
GCAM 7.0,D2_NDC_DACCS_2_4,Colombia,energy-service,M$(2010)/yr,54330,69703,97523,117720,134930,172000,207409,239745,264379,281086,292355
GCAM 7.0,D2_NDC_DACCS_2_4,EU-12,energy-investment,M$(2010)/yr,13203,13704,59796,87321,94498,94930,91886,74091,78614,82690,70973
GCAM 7.0,D2_NDC_DACCS_2_4,EU-12,energy-service,M$(2010)/yr,454643,547456,572949,577381,581297,574495,567705,558146,547850,537431,526154
GCAM 7.0,D2_NDC_DACCS_2_4,EU-15,energy-investment,M$(2010)/yr,72496,85220,222501,334580,414895,434050,400790,373178,420673,405952,383875
GCAM 7.0,D2_NDC_DACCS_2_4,EU-15,energy-service,M$(2010)/yr,3231483,3399419,3369509,3434756,3543139,3651505,3710206,3745927,3788896,3802907,3754411
GCAM 7.0,D2_NDC_DACCS_2_4,Europe_Eastern,energy-investment,M$(2010)/yr,5357,3493,21719,22439,33709,34596,33213,34989,39035,42326,50716
GCAM 7.0,D2_NDC_DACCS_2_4,Europe_Eastern,energy-service,M$(2010)/yr,174442,195604,178840,159013,180460,204779,217574,247464,263084,284109,303763
GCAM 7.0,D2_NDC_DACCS_2_4,Europe_Non_EU,energy-investment,M$(2010)/yr,4618,5208,40549,58446,53246,74840,65229,59416,61579,67964,61838
GCAM 7.0,D2_NDC_DACCS_2_4,Europe_Non_EU,energy-service,M$(2010)/yr,220709,273179,455825,634964,658521,654819,670846,691078,698696,703596,703484
GCAM 7.0,D2_NDC_DACCS_2_4,European Free Trade Association,energy-investment,M$(2010)/yr,49612,54285,52733,90355,116328,113517,114522,113944,122930,123992,124808
GCAM 7.0,D2_NDC_DACCS_2_4,European Free Trade Association,energy-service,M$(2010)/yr,714954,748720,809143,834676,893761,948383,1010041,1061579,1102718,1127796,1141861
GCAM 7.0,D2_NDC_DACCS_2_4,India,energy-investment,M$(2010)/yr,29863,29013,192032,419143,478026,527361,668914,664329,606972,644221,643849
GCAM 7.0,D2_NDC_DACCS_2_4,India,energy-service,M$(2010)/yr,345359,577960,910806,1493023,1840290,2186681,2462281,2754515,2953362,3089984,3177776
GCAM 7.0,D2_NDC_DACCS_2_4,Indonesia,energy-investment,M$(2010)/yr,43839,34867,70752,110404,153581,123019,198002,141950,126936,122378,161756
GCAM 7.0,D2_NDC_DACCS_2_4,Indonesia,energy-service,M$(2010)/yr,187354,249286,390585,508791,551938,626282,700919,701772,728776,753223,762672
GCAM 7.0,D2_NDC_DACCS_2_4,Japan,energy-investment,M$(2010)/yr,28904,13979,134764,224026,262763,286121,262728,257237,264991,257486,257547
GCAM 7.0,D2_NDC_DACCS_2_4,Japan,energy-service,M$(2010)/yr,1198622,1229127,1150074,1145298,1096928,1055699,1059912,1045467,1036001,1010721,962140
GCAM 7.0,D2_NDC_DACCS_2_4,Mexico,energy-investment,M$(2010)/yr,4716,5871,42812,77416,90236,96205,118201,114698,112311,115067,114860
GCAM 7.0,D2_NDC_DACCS_2_4,Mexico,energy-service,M$(2010)/yr,326126,417148,447495,535145,610079,693569,758085,821137,866500,897423,917947
GCAM 7.0,D2_NDC_DACCS_2_4,Middle East,energy-investment,M$(2010)/yr,126528,229395,363758,310445,371886,373626,415483,387739,389449,415139,412373
GCAM 7.0,D2_NDC_DACCS_2_4,Middle East,energy-service,M$(2010)/yr,862692,1295242,1668358,2021502,2271417,2482555,2678162,2878395,3039133,3185091,3314032
GCAM 7.0,D2_NDC_DACCS_2_4,Pakistan,energy-investment,M$(2010)/yr,2026,1669,27824,50240,75647,83886,105765,116635,112394,133265,148079
GCAM 7.0,D2_NDC_DACCS_2_4,Pakistan,energy-service,M$(2010)/yr,78363,115034,157149,225129,325373,457647,596030,735520,855850,997506,1130946
GCAM 7.0,D2_NDC_DACCS_2_4,Russia,energy-investment,M$(2010)/yr,37830,31533,160925,164672,251687,212361,259593,215478,242948,244916,272718
GCAM 7.0,D2_NDC_DACCS_2_4,Russia,energy-service,M$(2010)/yr,740243,916553,1002862,1064709,1059607,1134246,1185042,1265284,1360335,1436965,1505871
GCAM 7.0,D2_NDC_DACCS_2_4,South Africa,energy-investment,M$(2010)/yr,3646,2449,35401,57245,89435,91195,89606,88658,91205,97887,102133
GCAM 7.0,D2_NDC_DACCS_2_4,South Africa,energy-service,M$(2010)/yr,144467,164500,187075,214134,260974,317310,340020,359970,375251,389673,400910
GCAM 7.0,D2_NDC_DACCS_2_4,South America_Northern,energy-investment,M$(2010)/yr,21617,25101,36824,50288,60004,50452,30028,41483,43853,37152,38139
GCAM 7.0,D2_NDC_DACCS_2_4,South America_Northern,energy-service,M$(2010)/yr,155566,185975,152726,209847,327105,403701,381263,359711,350862,343517,337666
GCAM 7.0,D2_NDC_DACCS_2_4,South America_Southern,energy-investment,M$(2010)/yr,8054,10717,27023,42961,58098,60363,64147,76604,1552347,88016,86819
GCAM 7.0,D2_NDC_DACCS_2_4,South America_Southern,energy-service,M$(2010)/yr,127922,207140,263459,319266,361244,412941,465818,520719,568572,574255,624652
GCAM 7.0,D2_NDC_DACCS_2_4,South Asia,energy-investment,M$(2010)/yr,1716,3473,23820,36147,47163,49565,58142,63668,63829,70816,77594
GCAM 7.0,D2_NDC_DACCS_2_4,South Asia,energy-service,M$(2010)/yr,40203,69991,117425,162979,224794,305174,367051,411949,448993,472538,501386
GCAM 7.0,D2_NDC_DACCS_2_4,South Korea,energy-investment,M$(2010)/yr,12800,11389,196334,284039,318798,309349,294807,289867,261350,273908,262150
GCAM 7.0,D2_NDC_DACCS_2_4,South Korea,energy-service,M$(2010)/yr,607229,694910,814950,862983,904839,892476,879729,860456,769556,772490,730573
GCAM 7.0,D2_NDC_DACCS_2_4,Southeast Asia,energy-investment,M$(2010)/yr,24502,30789,142849,226868,272389,276590,296791,286190,291762,299002,307639
GCAM 7.0,D2_NDC_DACCS_2_4,Southeast Asia,energy-service,M$(2010)/yr,424741,593837,839679,1085353,1257333,1379806,1463449,1559319,1623634,1677799,1729268
GCAM 7.0,D2_NDC_DACCS_2_4,Taiwan,energy-investment,M$(2010)/yr,7370,5257,18297,21685,25410,20175,22671,18227,17689,17830,16276
GCAM 7.0,D2_NDC_DACCS_2_4,Taiwan,energy-service,M$(2010)/yr,122630,134723,156915,183236,179306,167787,163485,155359,142417,129503,119646
GCAM 7.0,D2_NDC_DACCS_2_4,USA,energy-investment,M$(2010)/yr,211873,212933,408462,629336,666003,783410,799297,806067,858834,887669,872821
GCAM 7.0,D2_NDC_DACCS_2_4,USA,energy-service,M$(2010)/yr,3757684,4046026,4692533,5249645,5488238,5779386,6080704,6393862,6639953,6805000,6905133
GCAM 7.0,D2_NDC_DACCS_2_4,World,energy-service,M$(2010)/yr,18089141,22173897,26760442,31324486,34117353,36940294,39414108,41900138,43895944,45695420,47074996
GCAM 7.0,D2_NDC_DACCS_2_4,World,energy-investment,M$(2010)/yr,982273,1163111,3793160,5483680,7135470,7056855,7916642,7546470,9171029,8105477,8219254
